"filename", "language", "Markdown", "Python", "R", "comment", "blank", "total"
"d:\研究生\singleCell\workspace\code-summary\CCI\cellchat\post-process\分离P和V.py", "Python", 0, 8, 0, 0, 3, 11
"d:\研究生\singleCell\workspace\code-summary\CCI\module\module-score.py", "Python", 0, 33, 0, 0, 5, 38
"d:\研究生\singleCell\workspace\code-summary\CCI\module\module_cellpercent_score.py", "Python", 0, 75, 0, 2, 6, 83
"d:\研究生\singleCell\workspace\code-summary\CCI\module\module_gene_score.py", "Python", 0, 52, 0, 4, 11, 67
"d:\研究生\singleCell\workspace\code-summary\CCI\process\module_split.py", "Python", 0, 21, 0, 0, 3, 24
"d:\研究生\singleCell\workspace\code-summary\CCI\process\spearman_select.py", "Python", 0, 52, 0, 1, 6, 59
"d:\研究生\singleCell\workspace\code-summary\CCI\select.py", "Python", 0, 19, 0, 3, 16, 38
"d:\研究生\singleCell\workspace\code-summary\CCI\selected_pipe.py", "Python", 0, 0, 0, 0, 1, 1
"d:\研究生\singleCell\workspace\code-summary\CCI\属于每个大类的细胞比例.py", "Python", 0, 35, 0, 4, 8, 47
"d:\研究生\singleCell\workspace\code-summary\CCI\网络图-按模块.md", "Markdown", 57, 0, 0, 0, 8, 65
"d:\研究生\singleCell\workspace\code-summary\CCI\网络图.md", "Markdown", 37, 0, 0, 0, 4, 41
"d:\研究生\singleCell\workspace\code-summary\cell_percent\apoe_percent.py", "Python", 0, 52, 0, 4, 4, 60
"d:\研究生\singleCell\workspace\code-summary\diff_compare\Macro_SPP1.r", "R", 0, 0, 75, 13, 6, 94
"d:\研究生\singleCell\workspace\code-summary\gene_percent_corr\details\details.py", "Python", 0, 71, 0, 12, 26, 109
"d:\研究生\singleCell\workspace\code-summary\gene_percent_corr\percent.py", "Python", 0, 14, 0, 2, 5, 21
"d:\研究生\singleCell\workspace\code-summary\monocle\monocle-bug.md", "Markdown", 128, 0, 0, 0, 4, 132
"d:\研究生\singleCell\workspace\code-summary\plot\散点图\module.r", "R", 0, 0, 58, 8, 12, 78
"d:\研究生\singleCell\workspace\code-summary\plot\箱线图\readme.md", "Markdown", 0, 0, 0, 0, 1, 1
"d:\研究生\singleCell\workspace\code-summary\ssgsea\corr.md", "Markdown", 12, 0, 0, 0, 0, 12
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\CCI\cellphonedb.md", "Markdown", 54, 0, 0, 0, 10, 64
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\CCI\数据处理步骤.md", "Markdown", 8, 0, 0, 0, 0, 8
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\CCI_an_sheet\pathway_diff_boxplot\pathway_diff.py", "Python", 0, 20, 0, 0, 8, 28
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\CCI_an_sheet\pathway_t_corr.md", "Markdown", 67, 0, 0, 0, 8, 75
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\CCI_an_sheet\气泡图.md", "Markdown", 75, 0, 0, 0, 13, 88
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\CCI_res\t-1-tcga.md", "Markdown", 119, 0, 0, 0, 35, 154
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\CCI_res\t-4-gene-diff.md", "Markdown", 89, 0, 0, 0, 27, 116
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\CCI_res\t-target\t-target-an-gene.md", "Markdown", 142, 0, 0, 0, 38, 180
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\CCI_res\t-target\t-target-an-tcga.md", "Markdown", 115, 0, 0, 0, 36, 151
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\TCGA.py", "Python", 0, 69, 0, 10, 20, 99
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\append_ana\gene_expr_corr\expr_diff.md", "Markdown", 5, 0, 0, 0, 0, 5
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\append_ana\gene_expr_corr\gene_expr_corr.md", "Markdown", 90, 0, 0, 0, 12, 102
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\append_ana\t-target-an-tcga.md", "Markdown", 111, 0, 0, 0, 39, 150
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\end\score.md", "Markdown", 20, 0, 0, 0, 4, 24
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\epi\score.md", "Markdown", 20, 0, 0, 0, 4, 24
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\fib\score.md", "Markdown", 20, 0, 0, 0, 4, 24
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\gsva\gsva.py", "Python", 0, 10, 0, 0, 4, 14
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\mye\score.md", "Markdown", 18, 0, 0, 0, 3, 21
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\score.md", "Markdown", 113, 0, 0, 0, 16, 129
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\subTME_heatmap\gene_expr.md", "Markdown", 80, 0, 0, 0, 14, 94
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\tnk\score.md", "Markdown", 18, 0, 0, 0, 3, 21
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\合并&细胞比例.py", "Python", 0, 41, 0, 5, 11, 57
"d:\研究生\singleCell\workspace\code-summary\数据处理\BRCA\生存分析.md", "Markdown", 143, 0, 0, 0, 25, 168
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI\cellphonedb.md", "Markdown", 55, 0, 0, 0, 11, 66
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI\数据处理步骤.md", "Markdown", 8, 0, 0, 0, 0, 8
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI_an_sheet\pathway_diff_boxplot\pathway_diff.py", "Python", 0, 21, 0, 0, 8, 29
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI_an_sheet\pathway_t_corr.md", "Markdown", 78, 0, 0, 0, 7, 85
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI_an_sheet\气泡图.md", "Markdown", 75, 0, 0, 0, 12, 87
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI_res\t-1-tcga.md", "Markdown", 130, 0, 0, 0, 36, 166
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI_res\t-4-gene_diff.md", "Markdown", 128, 0, 0, 0, 41, 169
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI_res\t-target\t-target-an-gene.md", "Markdown", 142, 0, 0, 0, 38, 180
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI_res\t-target\t-target-an-tcga.md", "Markdown", 111, 0, 0, 0, 36, 147
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\CCI_res\获得需要的基因.py", "Python", 0, 18, 0, 0, 4, 22
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\TCGA.py", "Python", 0, 78, 0, 13, 24, 115
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\append_ana\gene_expr_corr\expr_diff.md", "Markdown", 5, 0, 0, 0, 1, 6
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\append_ana\gene_expr_corr\gene_expr_corr.md", "Markdown", 93, 0, 0, 0, 10, 103
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\append_ana\t-target-an-tcga.md", "Markdown", 97, 0, 0, 0, 36, 133
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\end\score.md", "Markdown", 19, 0, 0, 0, 3, 22
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\epi\score.md", "Markdown", 19, 0, 0, 0, 3, 22
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\fib\score.md", "Markdown", 19, 0, 0, 0, 3, 22
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\gsva\gsva.py", "Python", 0, 10, 0, 0, 4, 14
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\mye\score.md", "Markdown", 62, 0, 0, 0, 9, 71
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\score.md", "Markdown", 112, 0, 0, 0, 16, 128
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\subTME_heatmap\gene_expr.md", "Markdown", 70, 0, 0, 0, 11, 81
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\tnk\score.md", "Markdown", 19, 0, 0, 0, 3, 22
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\属于每个大类的细胞比例.py", "Python", 0, 49, 0, 7, 12, 68
"d:\研究生\singleCell\workspace\code-summary\数据处理\CRC\生存分析.md", "Markdown", 122, 0, 0, 0, 22, 144
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\10\b\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\10\end\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\10\epi\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\10\fib\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\10\mye\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\10\tnk\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\9\CCI\cellphonedb.md", "Markdown", 54, 0, 0, 0, 10, 64
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\9\CCI\数据处理步骤.md", "Markdown", 8, 0, 0, 0, 0, 8
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\9\b\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\9\end\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\9\epi\score.md", "Markdown", 17, 0, 0, 0, 4, 21
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\9\fib\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\9\mye\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\9\score.md", "Markdown", 99, 0, 0, 0, 11, 110
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\9\tnk\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\CCI_an_sheet\pathway_diff_boxplot\pathway_diff.py", "Python", 0, 20, 0, 0, 8, 28
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\CCI_an_sheet\pathway_t_corr.md", "Markdown", 78, 0, 0, 0, 7, 85
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\CCI_an_sheet\气泡图.md", "Markdown", 75, 0, 0, 0, 12, 87
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\CCI_res\t-1-tcga_gene.md", "Markdown", 204, 0, 0, 0, 61, 265
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\CCI_res\t-4-gene.md", "Markdown", 130, 0, 0, 0, 41, 171
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\CCI_res\t-target\t-target-an-gene.md", "Markdown", 141, 0, 0, 0, 38, 179
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\CCI_res\t-target\t-target-an-tcga.md", "Markdown", 170, 0, 0, 0, 61, 231
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\CCI_res\获得需要的基因.py", "Python", 0, 19, 0, 0, 6, 25
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\TCGA.py", "Python", 0, 72, 0, 6, 16, 94
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\append_ana\gene_expr_corr\expr_diff.md", "Markdown", 5, 0, 0, 0, 0, 5
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\append_ana\gene_expr_corr\gene_expr_corr.md", "Markdown", 89, 0, 0, 0, 12, 101
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\append_ana\t-target-an-tcga.md", "Markdown", 93, 0, 0, 0, 38, 131
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\gsva\gsva.py", "Python", 0, 10, 0, 0, 4, 14
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\subTME_heatmap copy\gene_expr.md", "Markdown", 68, 0, 0, 0, 10, 78
"d:\研究生\singleCell\workspace\code-summary\数据处理\ESCA\生存分析.md", "Markdown", 123, 0, 0, 0, 22, 145
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\CCI\cellphonedb.md", "Markdown", 54, 0, 0, 0, 10, 64
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\CCI\数据处理步骤.md", "Markdown", 8, 0, 0, 0, 0, 8
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\b\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\end\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\epi\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\fib\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\mye\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\score.md", "Markdown", 107, 0, 0, 0, 12, 119
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\tnk\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\35\更改meta.py", "Python", 0, 43, 0, 0, 3, 46
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\37\epi\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\37\fib\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\37\mye\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\37\tnk\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\37\属于每个大类的细胞比例.py", "Python", 0, 35, 0, 4, 8, 47
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\38\b\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\38\epi\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\38\mye\score.md", "Markdown", 75, 0, 0, 0, 17, 92
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\38\tnk\score.md", "Markdown", 72, 0, 0, 0, 17, 89
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\38\属于每个大类的细胞比例.py", "Python", 0, 34, 0, 4, 8, 46
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\CCI_an_sheet\pathway_diff_boxplot\pathway_diff.py", "Python", 0, 20, 0, 0, 9, 29
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\CCI_an_sheet\pathway_t_corr.md", "Markdown", 68, 0, 0, 0, 6, 74
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\CCI_an_sheet\气泡图.md", "Markdown", 75, 0, 0, 0, 12, 87
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\CCI_res\t-1-tcga.md", "Markdown", 201, 0, 0, 0, 61, 262
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\CCI_res\t-4-gene.md", "Markdown", 106, 0, 0, 0, 31, 137
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\CCI_res\t-target\t-target-an-gene.md", "Markdown", 117, 0, 0, 0, 28, 145
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\CCI_res\t-target\t-target-an-tcga.md", "Markdown", 169, 0, 0, 0, 60, 229
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\CCI_res\获得需要的基因.py", "Python", 0, 21, 0, 0, 6, 27
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\TCGA.py", "Python", 0, 84, 0, 5, 17, 106
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\append_ana\gene_expr_corr\expr_diff.md", "Markdown", 5, 0, 0, 0, 1, 6
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\append_ana\gene_expr_corr\gene_expr_corr.md", "Markdown", 94, 0, 0, 0, 10, 104
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\append_ana\t-target-an-tcga.md", "Markdown", 93, 0, 0, 0, 38, 131
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\gsva\gsea.py", "Python", 0, 10, 0, 0, 4, 14
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\gsva\gsva.py", "Python", 0, 10, 0, 0, 4, 14
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\subTME_heatmap copy\gene_expr.md", "Markdown", 68, 0, 0, 0, 10, 78
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\subTME_heatmap\gene_expr.md", "Markdown", 6, 0, 0, 0, 1, 7
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\生存分析.md", "Markdown", 143, 0, 0, 0, 25, 168
"d:\研究生\singleCell\workspace\code-summary\数据处理\分数计算\score.md", "Markdown", 55, 0, 0, 0, 12, 67
"d:\研究生\singleCell\workspace\code-summary\数据处理\属于每个大类的细胞比例.py", "Python", 0, 34, 0, 4, 8, 46
"Total", "-", 6166, 1160, 133, 111, 1661, 9231